Year,Indicator Name,Indicator Code,Value
2010,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,14.5
2009,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,14.1
2008,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,13.6
2007,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,13.2
2006,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,12.9
2005,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,12.3
2004,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,12.1
2003,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,11.5
2002,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,11.0
2001,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,10.5
2000,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,10.0
2022,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,73.0
2021,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,71.8
2020,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,70.6
2019,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,69.5
2018,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,68.4
2017,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,67.2
2016,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,65.4
2015,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,64.1
2014,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,62.8
2013,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,61.4
2012,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,60.1
2011,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,58.7
2010,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,57.6
2009,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,56.5
2008,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,55.5
2007,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,54.8
2006,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,54.3
2005,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,53.5
2004,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,53.25
2003,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,53.1
2002,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,52.9
2001,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,52.3
2000,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,52.2
2022,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,35.5
2021,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,34.1
2020,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,32.6
2019,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,31.1
2018,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,29.9
2017,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,28.7
2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,27.3
2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,26.0
2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,24.9
2013,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,24.0
2012,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.3
2011,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,22.7
2010,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,21.8
2009,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,21.3
2008,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,20.6
2007,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,20.4
2006,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,19.7
2005,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,19.2
2004,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.6
2003,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.2
2002,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,17.7
2001,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,17.3
2000,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,16.7
2021,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.67
2020,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.66
2019,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.61
2018,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.55
2017,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.59
2016,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.76
2015,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.69
2014,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.69
2013,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.67
2012,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,1.89
2011,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.0
2010,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.14
2009,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.16
2008,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.21
2007,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.4
2006,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.52
2005,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.68
2004,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.79
2003,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.9
2002,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.9
2001,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.96
2000,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,3.0
2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0
2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0
2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0
2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6
2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.5
2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.5
2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.3
2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.7
2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.2
2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.0
2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.8
2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.3
2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.1
2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.9
2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.0
2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.1
2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.1
2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.5
2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.0
2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.7
2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.6
2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.3
2021,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,48.8
2020,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.3
2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.1
2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.9
2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.8
2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.1
2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.3
2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.2
2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,56.9
2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.9
2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,56.4
2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.9
2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,63.5
2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.6
2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.2
2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,62.2
2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.1
2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.6
2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.3
2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,62.1
2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,62.9
2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.2
1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,63.2
1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.2
1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,65.9
1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.4
1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,69.9
1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,70.6
1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,74.2
1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,75.3
1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.0
1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.1
2020,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.96
2019,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.78
2018,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.85
2017,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.35
2016,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.52
2015,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.91
2014,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.78
2013,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.97
2012,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.91
2011,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.31
2010,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.05
2009,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.34
2008,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.4
2007,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.24
2006,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.86
2005,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.25
2004,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.49
2003,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.65
2002,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.72
2001,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.72
2000,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.66
1999,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.44
1998,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.04
1997,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.6
1996,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.25
1995,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.12
1994,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.18
1993,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.32
1992,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.54
1991,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.84
1990,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.24
2017,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0.0
2016,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0.0
2015,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2.53
2014,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2.55
2013,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2.58
2012,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2.61
2011,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,5.81
2010,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,5.63
2005,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,6.24
2000,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2.97
1995,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,1.1
1990,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,1.05
2017,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,0.0
2016,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,0.0
2015,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,57.79
2014,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,94.11
2013,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.43
2012,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.59
2011,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.97
2010,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.94
2005,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.97
2000,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.93
1995,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.98
1990,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,99.98
2017,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,43.52
2016,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,62.11
2015,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2014,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2013,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2012,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2011,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2010,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2005,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2000,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
1995,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
1990,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,100.0
2017,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,45.54
2016,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,69.06
2015,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100.0
2014,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100.0
2013,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100.0
2012,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100.0
